sno,technology,slug,category,category_slug,companies,jobs,url
2599,Avaya Dect Handsets,avaya-dect-handsets,Communications,communications,0,0,https://theirstack.com/en/technology/avaya-dect-handsets
2600,Avaya Desktop Phones,avaya-desktop-phones,Communications,communications,0,0,https://theirstack.com/en/technology/avaya-desktop-phones
2601,Avaya Equinox,avaya-equinox,Communications,communications,10,15,https://theirstack.com/en/technology/avaya-equinox
2602,Avaya Ers 5500,avaya-ers-5500,IT Management,it-management,0,0,https://theirstack.com/en/technology/avaya-ers-5500
2603,Avaya Gateways,avaya-gateways,Communications,communications,25,37,https://theirstack.com/en/technology/avaya-gateways
2604,Avaya Identity Engines,avaya-identity-engines,Communications,communications,0,0,https://theirstack.com/en/technology/avaya-identity-engines
2605,Avaya Interaction Center Agent,avaya-interaction-center-agent,Customer Management,customer-management,0,0,https://theirstack.com/en/technology/avaya-interaction-center-agent
2606,Avaya Intuity,avaya-intuity,Communications,communications,4,7,https://theirstack.com/en/technology/avaya-intuity
2607,Avaya Ip Deskphones,avaya-ip-deskphones,Communications,communications,0,0,https://theirstack.com/en/technology/avaya-ip-deskphones
2608,Avaya Ip Office,avaya-ip-office,Communications,communications,431,892,https://theirstack.com/en/technology/avaya-ip-office
2609,Avaya Iq,avaya-iq,Communications,communications,4,12,https://theirstack.com/en/technology/avaya-iq
2610,Avaya Officelinx,avaya-officelinx,Communications,communications,4,4,https://theirstack.com/en/technology/avaya-officelinx
2611,Avaya One X Applications,avaya-one-x-applications,Communications,communications,11,16,https://theirstack.com/en/technology/avaya-one-x-applications
2612,Avaya Onecloud Ccaas,avaya-onecloud-ccaas,Sales,sales,0,0,https://theirstack.com/en/technology/avaya-onecloud-ccaas
2613,Avaya Onecloud Ucaas,avaya-onecloud-ucaas,Communications,communications,0,0,https://theirstack.com/en/technology/avaya-onecloud-ucaas
2614,Avaya Operational Analyst,avaya-operational-analyst,Communications,communications,0,0,https://theirstack.com/en/technology/avaya-operational-analyst
2615,Avaya Proactive Contact,avaya-proactive-contact,Communications,communications,3,11,https://theirstack.com/en/technology/avaya-proactive-contact
2616,Avaya Red,avaya-red,Communications,communications,31,67,https://theirstack.com/en/technology/avaya-red
2617,Avaya Routers,avaya-routers,Computer Networks,computer-networks,4,5,https://theirstack.com/en/technology/avaya-routers
2618,Avaya Scopia Desktop And Mobile Applications,avaya-scopia-desktop-and-mobile-applications,Communications,communications,0,0,https://theirstack.com/en/technology/avaya-scopia-desktop-and-mobile-applications
2619,Avaya Secure Router 4134,avaya-secure-router-4134,Computer Networks,computer-networks,0,0,https://theirstack.com/en/technology/avaya-secure-router-4134
2620,Avaya Session Border Controller,avaya-session-border-controller,Communications,communications,41,145,https://theirstack.com/en/technology/avaya-session-border-controller
2621,Avaya Social Media Manager,avaya-social-media-manager,Marketing,marketing,0,0,https://theirstack.com/en/technology/avaya-social-media-manager
2622,Avaya Spaces,avaya-spaces,Communications,communications,1,1,https://theirstack.com/en/technology/avaya-spaces
2623,Avaya Unified Messaging,avaya-unified-messaging,Communications,communications,0,0,https://theirstack.com/en/technology/avaya-unified-messaging
2624,Avaya Vpn Gateway,avaya-vpn-gateway,IT Security,it-security,0,0,https://theirstack.com/en/technology/avaya-vpn-gateway
2625,Avaya Vsp 4000,avaya-vsp-4000,Computer Networks,computer-networks,0,0,https://theirstack.com/en/technology/avaya-vsp-4000
2626,Avaya Vsp 7000,avaya-vsp-7000,Computer Networks,computer-networks,0,0,https://theirstack.com/en/technology/avaya-vsp-7000
2627,Avaya Vsp 9000,avaya-vsp-9000,Computer Networks,computer-networks,0,0,https://theirstack.com/en/technology/avaya-vsp-9000
2628,Avaza,avaza,Finance And Accounting,finance-and-accounting,34,61,https://theirstack.com/en/technology/avaza
2629,Avazu Mobile Dsp,avazu-mobile-dsp,Marketing,marketing,0,0,https://theirstack.com/en/technology/avazu-mobile-dsp
2630,Avencis Sso,avencis-sso,IT Security,it-security,0,0,https://theirstack.com/en/technology/avencis-sso
2631,Avention Onesource,avention-onesource,Marketing,marketing,2,2,https://theirstack.com/en/technology/avention-onesource
2632,Aventri,aventri,Collaboration,collaboration,264,782,https://theirstack.com/en/technology/aventri
2633,Avepoint,avepoint,HR,hr,964,2.1k,https://theirstack.com/en/technology/avepoint
2634,Avepoint Compliance Guardian,avepoint-compliance-guardian,IT Security,it-security,1,2,https://theirstack.com/en/technology/avepoint-compliance-guardian
2635,Avere,avere,Platform And Storage,platform-and-storage,33k,138k,https://theirstack.com/en/technology/avere
2636,Avere Vfxt For Azure,avere-vfxt-for-azure,Platform And Storage,platform-and-storage,0,0,https://theirstack.com/en/technology/avere-vfxt-for-azure
2637,Averetek,averetek,Marketing,marketing,0,0,https://theirstack.com/en/technology/averetek
2638,Averickmedia,averickmedia,Sales,sales,0,0,https://theirstack.com/en/technology/averickmedia
2639,Avetti Commerce,avetti-commerce,,,,,https://theirstack.com/en/technology/avetti-commerce
2640,Avg Antivirus,avg-antivirus,IT Security,it-security,3,3,https://theirstack.com/en/technology/avg-antivirus
2641,Avg Antivirus Business Edition,avg-antivirus-business-edition,IT Security,it-security,0,0,https://theirstack.com/en/technology/avg-antivirus-business-edition
2642,Avg Internet Security Business Edition,avg-internet-security-business-edition,IT Security,it-security,0,0,https://theirstack.com/en/technology/avg-internet-security-business-edition
2643,Avi Networks,avi-networks,Programming Languages And Frameworks,programming-languages-and-frameworks,122,238,https://theirstack.com/en/technology/avi-networks
2644,Avi Vantage,avi-vantage,,,,,https://theirstack.com/en/technology/avi-vantage
2645,Aviary,aviary,Programming Languages And Frameworks,programming-languages-and-frameworks,361,1.5k,https://theirstack.com/en/technology/aviary
2646,Aviatrix,aviatrix,Computer Networks,computer-networks,379,992,https://theirstack.com/en/technology/aviatrix
2647,Avid Ad Server,avid-ad-server,Marketing,marketing,0,0,https://theirstack.com/en/technology/avid-ad-server
2648,Avid Interplay,avid-interplay,Productivity And Operations,productivity-and-operations,142,439,https://theirstack.com/en/technology/avid-interplay
2649,Avid Media Composer,avid-media-composer,HR,hr,3k,6.8k,https://theirstack.com/en/technology/avid-media-composer
2650,Avid Mediacentral,avid-mediacentral,Devops And Development,devops-and-development,32,81,https://theirstack.com/en/technology/avid-mediacentral
2651,Avid Pro Tools,avid-pro-tools,Productivity And Operations,productivity-and-operations,427,994,https://theirstack.com/en/technology/avid-pro-tools
2652,Avid Sibelius,avid-sibelius,Productivity And Operations,productivity-and-operations,1,1,https://theirstack.com/en/technology/avid-sibelius
2653,Avidian Crm,avidian-crm,Sales,sales,0,0,https://theirstack.com/en/technology/avidian-crm
2654,Avidian Prophet Crm,avidian-prophet-crm,Sales,sales,0,0,https://theirstack.com/en/technology/avidian-prophet-crm
2655,Avidmobile,avidmobile,Marketing,marketing,0,0,https://theirstack.com/en/technology/avidmobile
2656,Avidtrak,avidtrak,Business Intelligence And Analytics,business-intelligence-and-analytics,0,0,https://theirstack.com/en/technology/avidtrak
2657,Avidxchange,avidxchange,Finance And Accounting,finance-and-accounting,613,1.9k,https://theirstack.com/en/technology/avidxchange
2658,Avimark,avimark,Health Tech,health-tech,1.7k,6.4k,https://theirstack.com/en/technology/avimark
2659,Avionte Staffing And Recruiting Software,avionte-staffing-and-recruiting-software,HR,hr,0,0,https://theirstack.com/en/technology/avionte-staffing-and-recruiting-software
2660,Avira,avira,IT Security,it-security,27,76,https://theirstack.com/en/technology/avira
2661,Aviso,aviso,Sales,sales,13k,88k,https://theirstack.com/en/technology/aviso
2662,Aviva Development Zone,aviva-development-zone,HR,hr,2,3,https://theirstack.com/en/technology/aviva-development-zone
2663,Avizr,avizr,HR,hr,0,0,https://theirstack.com/en/technology/avizr
2664,Avni,avni,Platform And Storage,platform-and-storage,110,397,https://theirstack.com/en/technology/avni
2665,Avnio Rfx,avnio-rfx,Platform And Storage,platform-and-storage,0,0,https://theirstack.com/en/technology/avnio-rfx
2666,Avo,avo,Business Intelligence And Analytics,business-intelligence-and-analytics,1.4k,9k,https://theirstack.com/en/technology/avo
2667,Avo1,avo1,Marketing,marketing,235,585,https://theirstack.com/en/technology/avo1
2668,Avocado,avocado,Collaboration,collaboration,371,3.4k,https://theirstack.com/en/technology/avocado
2669,Avocarrot,avocarrot,Marketing,marketing,0,0,https://theirstack.com/en/technology/avocarrot
2670,Avocode,avocode,Collaboration,collaboration,81,142,https://theirstack.com/en/technology/avocode
2671,Avoka,avoka,Finance And Accounting,finance-and-accounting,17,40,https://theirstack.com/en/technology/avoka
2672,Avolution,avolution,Technology,technology,151,405,https://theirstack.com/en/technology/avolution
2673,Avoma,avoma,Communications,communications,113,238,https://theirstack.com/en/technology/avoma
2674,Avora,avora,Business Intelligence And Analytics,business-intelligence-and-analytics,11,14,https://theirstack.com/en/technology/avora
2675,Avro,avro,IT Management,it-management,4.7k,15k,https://theirstack.com/en/technology/avro
2676,Awardco Employee Performance,awardco-employee-performance,HR,hr,0,0,https://theirstack.com/en/technology/awardco-employee-performance
2677,Awardspring,awardspring,Collaboration,collaboration,49,69,https://theirstack.com/en/technology/awardspring
2678,Awardwallet Email Parsing Api,awardwallet-email-parsing-api,Platform And Storage,platform-and-storage,0,0,https://theirstack.com/en/technology/awardwallet-email-parsing-api
2679,Aware Mobility,aware-mobility,Programming Languages And Frameworks,programming-languages-and-frameworks,4,5,https://theirstack.com/en/technology/aware-mobility
2680,Awario,awario,Marketing,marketing,22,42,https://theirstack.com/en/technology/awario
2681,Aweber,aweber,Marketing,marketing,207,455,https://theirstack.com/en/technology/aweber
2682,Awesome Data,awesome-data,E-commerce,e-commerce,64,284,https://theirstack.com/en/technology/awesome-data
2683,Awesometechstack Com,awesometechstack-com,IT Security,it-security,0,0,https://theirstack.com/en/technology/awesometechstack-com
2684,Awesomplete,awesomplete,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,https://theirstack.com/en/technology/awesomplete
2685,Awin,awin,Marketing,marketing,1.2k,3.5k,https://theirstack.com/en/technology/awin
2686,Awk,awk,Programming Languages And Frameworks,programming-languages-and-frameworks,2.8k,8.3k,https://theirstack.com/en/technology/awk
2687,Awless,awless,Marketing,marketing,61,126,https://theirstack.com/en/technology/awless
2688,Aws Amplify,aws-amplify,Marketing,marketing,3k,6.4k,https://theirstack.com/en/technology/aws-amplify
2689,Aws App Mesh,aws-app-mesh,Marketing,marketing,216,477,https://theirstack.com/en/technology/aws-app-mesh
2690,Aws App Runner,aws-app-runner,Platform And Storage,platform-and-storage,357,729,https://theirstack.com/en/technology/aws-app-runner
2691,Aws App2Container,aws-app2container,Platform And Storage,platform-and-storage,10,21,https://theirstack.com/en/technology/aws-app2container
2692,Aws Application Composer,aws-application-composer,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,https://theirstack.com/en/technology/aws-application-composer
2693,Aws Application Discovery Service,aws-application-discovery-service,Platform And Storage,platform-and-storage,77,117,https://theirstack.com/en/technology/aws-application-discovery-service
2694,Aws Appsync,aws-appsync,IT Security,it-security,1.4k,3.9k,https://theirstack.com/en/technology/aws-appsync
2695,Aws Audit Manager,aws-audit-manager,IT Security,it-security,115,215,https://theirstack.com/en/technology/aws-audit-manager
2696,Aws Auto Scaling,aws-auto-scaling,IT Management,it-management,12k,32k,https://theirstack.com/en/technology/aws-auto-scaling
2697,Aws Backup,aws-backup,IT Security,it-security,2.5k,5.4k,https://theirstack.com/en/technology/aws-backup
2698,Aws Batch,aws-batch,Programming Languages And Frameworks,programming-languages-and-frameworks,2.9k,8.2k,https://theirstack.com/en/technology/aws-batch
2699,Aws Cdk,aws-cdk,Devops And Development,devops-and-development,1k,2.5k,https://theirstack.com/en/technology/aws-cdk
2700,Aws Certificate Manager,aws-certificate-manager,IT Security,it-security,478,1k,https://theirstack.com/en/technology/aws-certificate-manager
2701,Aws Chatbot,aws-chatbot,Programming Languages And Frameworks,programming-languages-and-frameworks,301,518,https://theirstack.com/en/technology/aws-chatbot
2702,Aws Cli,aws-cli,Marketing,marketing,5.4k,16k,https://theirstack.com/en/technology/aws-cli
2703,Aws Cloud Data Migration,aws-cloud-data-migration,Platform And Storage,platform-and-storage,681,1.5k,https://theirstack.com/en/technology/aws-cloud-data-migration
2704,Aws Cloud Map,aws-cloud-map,IT Management,it-management,100,192,https://theirstack.com/en/technology/aws-cloud-map
2705,Aws Cloud9,aws-cloud9,Programming Languages And Frameworks,programming-languages-and-frameworks,552,3.8k,https://theirstack.com/en/technology/aws-cloud9
2706,Aws Cloudformation,aws-cloudformation,Devops And Development,devops-and-development,20k,76k,https://theirstack.com/en/technology/aws-cloudformation
